Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCN43,OUT017,1000
FDB47,OUT027,1000
FDV03,OUT017,1000
NCN30,OUT045,1000
NCV54,OUT010,1000
FDV07,OUT013,1000
FDP07,OUT049,1000
FDK48,OUT018,1000
FDM15,OUT019,1000
FDY19,OUT027,1000
FDK46,OUT046,1000
FDY11,OUT045,1000
FDH09,OUT046,1000
FDO08,OUT027,1000
FDU14,OUT013,1000
FDD22,OUT027,1000
FDM27,OUT017,1000
FDL02,OUT027,1000
NCA17,OUT035,1000
FDE38,OUT019,1000
NCG07,OUT049,1000
DRC27,OUT013,1000
FDA27,OUT035,1000
FDW40,OUT045,1000
DRI11,OUT013,1000
FDN50,OUT046,1000
FDR12,OUT046,1000
FDT34,OUT027,1000
FDW11,OUT035,1000
NCO30,OUT027,1000
FDZ34,OUT017,1000
FDU45,OUT017,1000
NCD42,OUT035,1000
FDX25,OUT045,1000
NCR29,OUT046,1000
FDX43,OUT019,1000
FDB04,OUT010,1000
FDR49,OUT027,1000
FDS39,OUT018,1000
FDW58,OUT045,1000
FDG22,OUT019,1000
FDG31,OUT017,1000
NCV53,OUT027,1000
DRJ37,OUT035,1000
FDV07,OUT035,1000
FDW52,OUT018,1000
FDT15,OUT045,1000
FDD02,OUT018,1000
FDM16,OUT035,1000
NCE55,OUT046,1000
FDB57,OUT018,1000
FDQ04,OUT013,1000
FDQ47,OUT019,1000
FDY14,OUT019,1000
DRK37,OUT017,1000
FDO25,OUT017,1000
FDL57,OUT046,1000
NCK29,OUT018,1000
FDK46,OUT027,1000
NCB43,OUT010,1000
DRE01,OUT027,1000
FDC46,OUT018,1000
FDQ23,OUT045,1000
FDX38,OUT049,1000
FDG60,OUT018,1000
FDW55,OUT017,1000
FDP39,OUT013,1000
FDB20,OUT018,1000
FDV21,OUT017,1000
FDZ02,OUT013,1000
FDP19,OUT027,1000
FDA38,OUT035,1000
FDH22,OUT045,1000
DRM11,OUT045,1000
FDO12,OUT027,1000
FDT14,OUT049,1000
FDW34,OUT010,1000
FDG04,OUT027,1000
FDW59,OUT018,1000
FDR33,OUT018,1000
FDP32,OUT013,1000
FDL13,OUT027,1000
FDD22,OUT013,1000
FDV40,OUT027,1000
NCD55,OUT046,1000
FDQ20,OUT010,1000
FDD28,OUT045,1000
FDC39,OUT045,1000
NCR17,OUT049,1000
DRO35,OUT018,1000
FDF40,OUT049,1000
FDR31,OUT018,1000
NCQ41,OUT017,1000
FDP38,OUT046,1000
NCU54,OUT027,1000
FDG22,OUT018,1000
DRK59,OUT013,1000
FDC37,OUT046,1000
NCO42,OUT013,1000
NCT42,OUT017,1000
FDX27,OUT035,1000
FDV40,OUT018,1000
FDT45,OUT027,1000
FDS47,OUT019,1000
FDR45,OUT035,1000
FDB03,OUT045,1000
FDO49,OUT035,1000
FDU60,OUT027,1000
FDB26,OUT018,1000
FDB46,OUT017,1000
FDQ37,OUT019,1000
FDN03,OUT017,1000
NCX30,OUT045,1000
FDK32,OUT019,1000
DRM47,OUT013,1000
NCO02,OUT046,1000
FDP04,OUT013,1000
NCO43,OUT049,1000
FDD59,OUT013,1000
FDQ10,OUT017,1000
FDW45,OUT035,1000
NCK30,OUT049,1000
FDU31,OUT018,1000
NCQ17,OUT019,1000
FDN01,OUT017,1000
FDZ19,OUT049,1000
DRG37,OUT017,1000
FDE32,OUT045,1000
FDO34,OUT049,1000
FDM04,OUT019,1000
FDZ25,OUT049,1000
FDU08,OUT049,1000
NCW30,OUT045,1000
NCM18,OUT013,1000
FDS22,OUT035,1000
NCH18,OUT017,1000
FDC23,OUT013,1000
FDY46,OUT013,1000
NCU06,OUT046,1000
FDX57,OUT045,1000
FDX36,OUT027,1000
FDL16,OUT045,1000
FDT16,OUT010,1000
FDN16,OUT018,1000
FDC03,OUT046,1000
DRF60,OUT013,1000
FDS27,OUT027,1000
FDP33,OUT010,1000
FDJ36,OUT018,1000
NCR42,OUT013,1000
FDV14,OUT017,1000
NCP42,OUT035,1000
FDB50,OUT027,1000
NCC30,OUT027,1000
FDA23,OUT018,1000
FDW16,OUT017,1000
FDQ52,OUT010,1000
FDB58,OUT049,1000
NCP29,OUT049,1000
NCM05,OUT045,1000
FDO25,OUT013,1000
NCM54,OUT046,1000
NCL54,OUT046,1000
FDL39,OUT010,1000
FDF53,OUT018,1000
NCQ42,OUT035,1000
FDF58,OUT013,1000
FDZ04,OUT035,1000
FDE26,OUT019,1000
FDS60,OUT017,1000
FDV58,OUT017,1000
FDM04,OUT045,1000
FDE08,OUT035,1000
NCB43,OUT049,1000
FDU11,OUT010,1000
FDF22,OUT019,1000
FDE24,OUT013,1000
DRJ49,OUT046,1000
NCQ53,OUT035,1000
NCL41,OUT013,1000
FDR22,OUT013,1000
FDH04,OUT035,1000
DRH15,OUT045,1000
FDY40,OUT049,1000
NCI17,OUT035,1000
NCC18,OUT013,1000
FDY28,OUT027,1000
FDB45,OUT027,1000
NCL30,OUT018,1000
FDM10,OUT017,1000
FDH22,OUT027,1000
NCZ53,OUT017,1000
NCI18,OUT013,1000
FDH14,OUT027,1000
FDR36,OUT027,1000
FDW01,OUT045,1000
FDK02,OUT027,1000
FDJ02,OUT018,1000
FDU55,OUT013,1000
NCV18,OUT027,1000
FDH14,OUT018,1000
FDZ37,OUT045,1000
FDX49,OUT049,1000
NCD43,OUT046,1000
FDZ07,OUT013,1000
FDK43,OUT035,1000
FDR32,OUT018,1000
FDT39,OUT013,1000
NCV54,OUT017,1000
FDF38,OUT018,1000
FDV60,OUT046,1000
FDH44,OUT027,1000
FDS21,OUT046,1000
NCL41,OUT045,1000
FDM46,OUT017,1000
FDU27,OUT045,1000
NCJ54,OUT017,1000
DRG51,OUT018,1000
NCA29,OUT019,1000
FDR47,OUT045,1000
NCL19,OUT027,1000
DRG01,OUT049,1000
FDG10,OUT046,1000
NCV05,OUT049,1000
NCH18,OUT019,1000
FDV14,OUT018,1000
DRJ23,OUT035,1000
DRJ11,OUT046,1000
FDZ03,OUT017,1000
FDI27,OUT010,1000
FDJ14,OUT018,1000
FDU32,OUT017,1000
FDD47,OUT027,1000
DRF36,OUT035,1000
FDM21,OUT046,1000
FDV10,OUT018,1000
FDH60,OUT018,1000
FDX47,OUT010,1000
FDT19,OUT019,1000
FDO11,OUT045,1000
FDH24,OUT027,1000
FDL02,OUT018,1000
FDB02,OUT049,1000
FDA43,OUT046,1000
FDG52,OUT045,1000
DRC12,OUT013,1000
FDY37,OUT018,1000
NCU18,OUT045,1000
FDU09,OUT035,1000
DRJ25,OUT027,1000
DRE12,OUT018,1000
DRL47,OUT017,1000
DRK01,OUT046,1000
FDC22,OUT019,1000
FDG44,OUT013,1000
FDW04,OUT035,1000
FDK09,OUT049,1000
NCN43,OUT035,1000
FDG04,OUT049,1000
FDH32,OUT010,1000
DRI47,OUT017,1000
DRE15,OUT013,1000
FDY11,OUT035,1000
FDO60,OUT049,1000
FDQ20,OUT018,1000
FDO57,OUT027,1000
FDT14,OUT019,1000
FDA57,OUT049,1000
DRN35,OUT017,1000
FDJ03,OUT046,1000
FDX28,OUT017,1000
DRE25,OUT045,1000
FDR09,OUT046,1000
FDB23,OUT035,1000
FDO08,OUT045,1000
FDQ23,OUT049,1000
FDW04,OUT013,1000
DRK13,OUT010,1000
NCL17,OUT027,1000
FDY21,OUT035,1000
FDJ38,OUT027,1000
FDA37,OUT019,1000
FDV43,OUT013,1000
FDL36,OUT046,1000
FDD53,OUT045,1000
FDZ19,OUT010,1000
FDV21,OUT045,1000
NCL54,OUT018,1000
DRI47,OUT027,1000
DRG03,OUT049,1000
FDG21,OUT013,1000
FDW03,OUT018,1000
NCI55,OUT046,1000
DRC36,OUT019,1000
FDH22,OUT017,1000
FDV20,OUT045,1000
NCU41,OUT027,1000
FDN46,OUT027,1000
FDK50,OUT045,1000
NCA05,OUT027,1000
DRH01,OUT018,1000
FDT08,OUT018,1000
FDM08,OUT018,1000
FDZ07,OUT035,1000
FDS22,OUT017,1000
FDV35,OUT027,1000
FDI28,OUT010,1000
FDW58,OUT027,1000
FDT52,OUT045,1000
FDY34,OUT046,1000
FDR10,OUT046,1000
FDK57,OUT017,1000
FDR02,OUT027,1000
FDX49,OUT046,1000
FDQ20,OUT046,1000
DRK23,OUT045,1000
NCW06,OUT046,1000
FDR31,OUT017,1000
NCE43,OUT013,1000
DRO59,OUT027,1000
FDN09,OUT049,1000
FDR11,OUT046,1000
FDO57,OUT013,1000
NCX18,OUT017,1000
FDB05,OUT018,1000
FDQ08,OUT018,1000
NCG43,OUT035,1000
FDJ56,OUT013,1000
FDA13,OUT010,1000
FDO56,OUT017,1000
FDB37,OUT018,1000
FDZ02,OUT018,1000
FDQ24,OUT046,1000
FDM16,OUT013,1000
FDU35,OUT049,1000
FDT35,OUT035,1000
NCX30,OUT049,1000
FDG04,OUT017,1000
FDI12,OUT035,1000
FDE35,OUT035,1000
NCP14,OUT027,1000
NCY53,OUT045,1000
FDP49,OUT017,1000
FDQ04,OUT017,1000
FDM39,OUT035,1000
FDO58,OUT019,1000
FDC56,OUT017,1000
NCQ54,OUT046,1000
FDV10,OUT027,1000
NCK17,OUT046,1000
NCF55,OUT027,1000
FDV33,OUT013,1000
NCH29,OUT019,1000
FDA37,OUT027,1000
FDH46,OUT018,1000
FDS25,OUT035,1000
FDH04,OUT027,1000
FDX52,OUT046,1000
NCD42,OUT017,1000
FDW47,OUT017,1000
FDL25,OUT027,1000
NCJ06,OUT010,1000
FDY09,OUT013,1000
FDS40,OUT046,1000
FDH41,OUT017,1000
FDG38,OUT035,1000
FDU03,OUT027,1000
FDV20,OUT046,1000
DRB13,OUT045,1000
NCQ30,OUT013,1000
NCH06,OUT013,1000
FDU50,OUT018,1000
NCO42,OUT019,1000
FDW09,OUT018,1000
FDH04,OUT013,1000
FDC21,OUT045,1000
FDL21,OUT049,1000
FDM46,OUT010,1000
FDT22,OUT019,1000
FDB28,OUT035,1000
FDI12,OUT018,1000
FDA28,OUT045,1000
FDF59,OUT013,1000
FDM45,OUT027,1000
FDQ56,OUT017,1000
FDR46,OUT049,1000
FDT01,OUT013,1000
FDD16,OUT027,1000
NCU30,OUT010,1000
FDM40,OUT010,1000
FDI56,OUT035,1000
NCS30,OUT013,1000
FDU08,OUT017,1000
FDX51,OUT027,1000
FDA43,OUT045,1000
FDX59,OUT010,1000
FDC37,OUT018,1000
FDP58,OUT013,1000
NCY42,OUT035,1000
FDF21,OUT018,1000
FDU10,OUT027,1000
DRL47,OUT018,1000
FDA58,OUT018,1000
FDJ22,OUT049,1000
FDK50,OUT046,1000
FDO38,OUT035,1000
DRF60,OUT035,1000
NCZ42,OUT019,1000
FDD35,OUT049,1000
FDL25,OUT045,1000
FDJ16,OUT013,1000
DRK59,OUT049,1000
FDI50,OUT046,1000
NCB19,OUT045,1000
DRI37,OUT035,1000
FDA14,OUT027,1000
FDC08,OUT018,1000
FDS45,OUT046,1000
FDI21,OUT049,1000
DRJ47,OUT035,1000
DRE37,OUT027,1000
FDT55,OUT018,1000
NCG42,OUT027,1000
FDA31,OUT049,1000
NCW42,OUT046,1000
FDF50,OUT017,1000
FDK56,OUT049,1000
FDX10,OUT035,1000
NCK07,OUT027,1000
FDZ49,OUT017,1000
FDR33,OUT013,1000
FDO44,OUT018,1000
FDA20,OUT046,1000
NCL30,OUT045,1000
FDI05,OUT019,1000
FDQ12,OUT018,1000
FDH47,OUT017,1000
FDH34,OUT018,1000
FDF29,OUT046,1000
FDG40,OUT018,1000
NCE18,OUT017,1000
FDP21,OUT010,1000
FDY50,OUT013,1000
FDB36,OUT049,1000
NCZ29,OUT049,1000
FDU20,OUT018,1000
FDO56,OUT013,1000
FDW31,OUT049,1000
DRH59,OUT013,1000
NCB30,OUT017,1000
FDK43,OUT027,1000
FDW43,OUT045,1000
NCL19,OUT017,1000
FDJ27,OUT046,1000
FDC45,OUT046,1000
FDY40,OUT035,1000
NCM41,OUT035,1000
NCK18,OUT019,1000
FDP37,OUT049,1000
FDA27,OUT027,1000
NCX30,OUT035,1000
FDR09,OUT017,1000
FDG08,OUT027,1000
NCU30,OUT013,1000
FDB16,OUT017,1000
FDM16,OUT017,1000
FDC48,OUT013,1000
NCF18,OUT046,1000
FDU46,OUT018,1000
FDH41,OUT018,1000
NCN42,OUT010,1000
FDU49,OUT046,1000
FDB20,OUT027,1000
FDG50,OUT019,1000
FDW20,OUT045,1000
NCO55,OUT049,1000
FDX48,OUT046,1000
FDU48,OUT046,1000
FDR48,OUT019,1000
FDK27,OUT013,1000
FDT35,OUT013,1000
FDN12,OUT049,1000
NCE31,OUT019,1000
FDL21,OUT017,1000
FDV56,OUT017,1000
FDR16,OUT017,1000
NCP41,OUT049,1000
FDJ27,OUT013,1000
FDA07,OUT017,1000
FDK55,OUT049,1000
FDM33,OUT049,1000
FDY46,OUT046,1000
FDD36,OUT046,1000
FDB12,OUT027,1000
FDF28,OUT019,1000
NCE07,OUT019,1000
FDW50,OUT027,1000
NCW18,OUT017,1000
NCJ17,OUT019,1000
DRZ24,OUT010,1000
FDS07,OUT035,1000
NCW05,OUT010,1000
FDZ22,OUT018,1000
FDK02,OUT046,1000
FDZ45,OUT027,1000
FDL25,OUT046,1000
FDS08,OUT045,1000
NCZ42,OUT027,1000
FDX57,OUT035,1000
FDF21,OUT046,1000
FDJ56,OUT018,1000
FDX10,OUT013,1000
DRG48,OUT035,1000
DRN37,OUT046,1000
NCY41,OUT018,1000
FDN28,OUT045,1000
FDE34,OUT045,1000
FDR10,OUT045,1000
FDC32,OUT017,1000
DRG13,OUT046,1000
FDP59,OUT049,1000
NCT53,OUT010,1000
FDL57,OUT027,1000
FDN32,OUT010,1000
FDK09,OUT018,1000
FDA52,OUT010,1000
FDC57,OUT049,1000
FDI09,OUT035,1000
NCB07,OUT046,1000
FDP26,OUT035,1000
FDP40,OUT027,1000
FDL15,OUT013,1000
FDV07,OUT046,1000
FDS03,OUT017,1000
FDE50,OUT049,1000
FDQ15,OUT017,1000
FDQ33,OUT010,1000
FDT22,OUT013,1000
DRO35,OUT035,1000
FDJ41,OUT049,1000
FDQ27,OUT035,1000
FDC26,OUT017,1000
NCF43,OUT027,1000
NCR50,OUT035,1000
FDE39,OUT018,1000
FDN49,OUT027,1000
DRG11,OUT035,1000
NCA18,OUT049,1000
FDM36,OUT018,1000
FDW32,OUT017,1000
NCQ18,OUT010,1000
FDX14,OUT027,1000
FDD46,OUT017,1000
FDI34,OUT019,1000
NCJ17,OUT035,1000
FDB52,OUT035,1000
FDV55,OUT018,1000
FDC57,OUT046,1000
FDB29,OUT046,1000
NCO43,OUT035,1000
FDG44,OUT045,1000
FDJ34,OUT045,1000
FDH40,OUT049,1000
NCD07,OUT027,1000
FDB41,OUT017,1000
FDH47,OUT018,1000
DRK37,OUT035,1000
FDM25,OUT019,1000
NCX06,OUT045,1000
NCS05,OUT017,1000
FDS39,OUT045,1000
FDC47,OUT027,1000
FDG20,OUT013,1000
DRL23,OUT017,1000
FDY33,OUT013,1000
NCH18,OUT045,1000
FDX47,OUT035,1000
NCB06,OUT045,1000
FDP36,OUT049,1000
FDW44,OUT018,1000
NCU41,OUT018,1000
NCS17,OUT046,1000
FDD46,OUT035,1000
FDE45,OUT017,1000
FDI09,OUT017,1000
NCJ54,OUT010,1000
NCA29,OUT018,1000
NCN41,OUT027,1000
FDY34,OUT035,1000
NCG55,OUT035,1000
DRM49,OUT046,1000
NCB42,OUT049,1000
FDE58,OUT045,1000
DRJ25,OUT013,1000
FDS47,OUT010,1000
FDY21,OUT049,1000
NCI54,OUT013,1000
FDO24,OUT017,1000
FDY43,OUT035,1000
FDF35,OUT018,1000
NCP29,OUT019,1000
FDN28,OUT027,1000
FDJ50,OUT018,1000
FDQ14,OUT027,1000
FDC37,OUT035,1000
FDN08,OUT046,1000
FDD04,OUT035,1000
FDW34,OUT018,1000
FDP04,OUT017,1000
NCG07,OUT017,1000
NCN14,OUT018,1000
FDJ16,OUT045,1000
NCM42,OUT045,1000
NCF19,OUT046,1000
FDY21,OUT018,1000
FDY19,OUT035,1000
FDV09,OUT045,1000
FDA28,OUT013,1000
FDC38,OUT018,1000
FDL28,OUT045,1000
NCH43,OUT049,1000
NCN53,OUT045,1000
NCW05,OUT017,1000
NCO30,OUT018,1000
FDT04,OUT019,1000
FDB27,OUT018,1000
NCK07,OUT013,1000
NCA53,OUT013,1000
FDB33,OUT018,1000
FDU37,OUT017,1000
FDR13,OUT035,1000
FDE45,OUT049,1000
FDV37,OUT017,1000
FDX44,OUT019,1000
NCL06,OUT017,1000
FDJ28,OUT045,1000
FDX55,OUT049,1000
NCK17,OUT018,1000
FDH52,OUT035,1000
FDN13,OUT027,1000
FDK44,OUT018,1000
FDU16,OUT046,1000
FDZ07,OUT017,1000
NCN06,OUT027,1000
FDH02,OUT010,1000
NCW18,OUT045,1000
FDH57,OUT013,1000
FDV35,OUT045,1000
NCU29,OUT013,1000
NCP02,OUT046,1000
FDN44,OUT013,1000
FDX03,OUT018,1000
FDR11,OUT010,1000
FDA36,OUT046,1000
FDP58,OUT027,1000
FDH31,OUT045,1000
FDH34,OUT035,1000
FDS13,OUT035,1000
FDT01,OUT018,1000
FDY09,OUT049,1000
FDV33,OUT027,1000
NCW29,OUT010,1000
NCN17,OUT045,1000
FDX01,OUT046,1000
FDL03,OUT049,1000
DRL59,OUT049,1000
DRM11,OUT027,1000
FDA43,OUT049,1000
FDZ56,OUT010,1000
FDI44,OUT018,1000
FDB50,OUT013,1000
FDU15,OUT019,1000
NCJ19,OUT019,1000
FDD48,OUT013,1000
NCW42,OUT035,1000
FDL24,OUT017,1000
NCB30,OUT013,1000
FDK25,OUT013,1000
FDW28,OUT049,1000
FDD47,OUT017,1000
FDK16,OUT019,1000
FDW37,OUT046,1000
FDA48,OUT035,1000
FDA14,OUT017,1000
FDV15,OUT013,1000
FDN22,OUT049,1000
NCD55,OUT045,1000
FDY43,OUT013,1000
NCU05,OUT017,1000
FDF10,OUT035,1000
FDR39,OUT018,1000
FDG40,OUT013,1000
FDZ28,OUT019,1000
FDE02,OUT045,1000
FDU60,OUT049,1000
FDM21,OUT013,1000
FDV52,OUT019,1000
NCW06,OUT013,1000
FDX36,OUT035,1000
FDT35,OUT027,1000
NCL19,OUT010,1000
NCD31,OUT046,1000
FDE53,OUT019,1000
FDW58,OUT019,1000
DRF48,OUT046,1000
FDW57,OUT035,1000
DRH13,OUT017,1000
FDT33,OUT013,1000
DRK47,OUT027,1000
FDY22,OUT010,1000
FDC35,OUT019,1000
FDO03,OUT013,1000
FDF24,OUT045,1000
FDF56,OUT018,1000
FDD28,OUT013,1000
FDG53,OUT027,1000
FDO27,OUT019,1000
NCF54,OUT018,1000
FDC20,OUT027,1000
FDU10,OUT046,1000
DRA24,OUT018,1000
FDA02,OUT010,1000
FDG10,OUT017,1000
FDW39,OUT010,1000
FDP04,OUT019,1000
NCM55,OUT013,1000
FDG47,OUT045,1000
NCU41,OUT017,1000
NCK31,OUT017,1000
FDZ46,OUT045,1000
FDU13,OUT027,1000
NCF19,OUT045,1000
NCJ43,OUT013,1000
NCJ05,OUT045,1000
FDS04,OUT027,1000
FDX28,OUT010,1000
FDB41,OUT027,1000
FDG53,OUT046,1000
FDL15,OUT010,1000
FDQ08,OUT049,1000
DRN36,OUT013,1000
FDI46,OUT013,1000
FDG16,OUT027,1000
FDV32,OUT013,1000
FDF44,OUT010,1000
FDK04,OUT018,1000
NCA41,OUT013,1000
FDD51,OUT017,1000
NCZ53,OUT045,1000
FDP01,OUT027,1000
FDY25,OUT049,1000
FDB17,OUT018,1000
NCV54,OUT018,1000
FDJ32,OUT017,1000
FDA37,OUT049,1000
FDG35,OUT035,1000
NCM05,OUT018,1000
FDG45,OUT046,1000
FDH28,OUT013,1000
NCE18,OUT049,1000
FDH38,OUT045,1000
FDR56,OUT013,1000
FDH17,OUT027,1000
FDD39,OUT049,1000
FDB41,OUT049,1000
NCR53,OUT046,1000
FDX46,OUT017,1000
FDV28,OUT049,1000
FDA08,OUT018,1000
FDH45,OUT017,1000
NCS38,OUT010,1000
FDD40,OUT010,1000
DRM59,OUT035,1000
NCJ43,OUT018,1000
NCN29,OUT013,1000
NCC19,OUT045,1000
FDR56,OUT035,1000
FDZ43,OUT049,1000
FDJ32,OUT010,1000
DRH03,OUT017,1000
NCZ54,OUT035,1000
FDE26,OUT017,1000
FDS03,OUT045,1000
DRZ24,OUT019,1000
FDO48,OUT027,1000
FDW39,OUT049,1000
NCK05,OUT049,1000
NCK30,OUT017,1000
FDT27,OUT018,1000
FDS08,OUT019,1000
NCJ19,OUT049,1000
FDC58,OUT045,1000
DRE37,OUT013,1000
FDW02,OUT035,1000
FDJ02,OUT010,1000
FDX09,OUT045,1000
FDT31,OUT010,1000
FDI24,OUT049,1000
FDY09,OUT045,1000
FDV28,OUT045,1000
DRM47,OUT049,1000
FDT52,OUT019,1000
FDI48,OUT018,1000
FDY55,OUT017,1000
FDU48,OUT013,1000
FDN25,OUT045,1000
FDP20,OUT049,1000
FDJ15,OUT013,1000
FDD04,OUT018,1000
FDY58,OUT045,1000
FDR37,OUT018,1000
FDF44,OUT013,1000
FDD32,OUT045,1000
FDR57,OUT017,1000
DRG39,OUT027,1000
FDX15,OUT017,1000
DRN37,OUT045,1000
FDW40,OUT027,1000
FDB32,OUT049,1000
FDM40,OUT018,1000
FDE39,OUT027,1000
DRH49,OUT017,1000
FDT46,OUT049,1000
NCF06,OUT035,1000
FDP07,OUT017,1000
FDC04,OUT013,1000
FDZ32,OUT017,1000
FDD50,OUT045,1000
FDU56,OUT017,1000
FDV34,OUT017,1000
NCY41,OUT013,1000
NCK18,OUT046,1000
DRH25,OUT049,1000
FDT57,OUT046,1000
FDV56,OUT018,1000
FDV12,OUT045,1000
FDN52,OUT017,1000
FDX38,OUT035,1000
FDE47,OUT018,1000
NCO07,OUT013,1000
FDV09,OUT027,1000
FDZ23,OUT019,1000
DRH51,OUT018,1000
NCY54,OUT045,1000
DRG49,OUT013,1000
NCC19,OUT049,1000
NCV53,OUT045,1000
FDZ47,OUT019,1000
NCO26,OUT018,1000
NCP02,OUT045,1000
NCW30,OUT018,1000
NCN55,OUT046,1000
FDB20,OUT010,1000
DRL11,OUT013,1000
DRD60,OUT045,1000
FDW14,OUT010,1000
FDL27,OUT010,1000
FDU09,OUT018,1000
DRH36,OUT027,1000
FDP34,OUT027,1000
FDE04,OUT017,1000
FDZ57,OUT027,1000
FDF02,OUT010,1000
FDG28,OUT045,1000
NCI31,OUT046,1000
FDT43,OUT013,1000
FDU20,OUT046,1000
FDD53,OUT013,1000
FDW15,OUT045,1000
NCT53,OUT045,1000
NCG55,OUT027,1000
FDD48,OUT035,1000
FDG47,OUT049,1000
FDI21,OUT017,1000
FDT27,OUT017,1000
DRO35,OUT013,1000
FDD33,OUT017,1000
FDC04,OUT035,1000
FDY34,OUT013,1000
DRJ49,OUT049,1000
FDE05,OUT049,1000
FDU31,OUT017,1000
NCN19,OUT027,1000
FDK56,OUT027,1000
FDK58,OUT017,1000
NCJ42,OUT035,1000
FDZ34,OUT027,1000
FDA52,OUT018,1000
NCR29,OUT013,1000
FDT48,OUT035,1000
DRJ51,OUT019,1000
NCS54,OUT046,1000
FDV01,OUT035,1000
DRG51,OUT027,1000
NCG42,OUT013,1000
FDA51,OUT049,1000
FDV19,OUT010,1000
NCT18,OUT045,1000
NCS41,OUT045,1000
FDO03,OUT046,1000
FDL12,OUT010,1000
FDY37,OUT010,1000
FDI58,OUT049,1000
FDT28,OUT018,1000
NCC42,OUT010,1000
FDO01,OUT017,1000
FDJ02,OUT013,1000
FDQ04,OUT018,1000
DRL47,OUT013,1000
FDZ32,OUT035,1000
FDC35,OUT035,1000
FDX14,OUT045,1000
FDZ35,OUT013,1000
FDL14,OUT013,1000
FDO04,OUT049,1000
DRK11,OUT017,1000
FDB44,OUT018,1000
FDZ50,OUT049,1000
FDI12,OUT027,1000
FDU43,OUT017,1000
FDD58,OUT010,1000
FDB27,OUT017,1000
FDB04,OUT018,1000
NCO17,OUT013,1000
FDL12,OUT017,1000
DRJ13,OUT049,1000
FDD57,OUT045,1000
FDW19,OUT035,1000
DRD27,OUT018,1000
FDH27,OUT027,1000
NCW30,OUT027,1000
FDR40,OUT018,1000
FDG05,OUT013,1000
NCY41,OUT019,1000
FDI38,OUT018,1000
FDR20,OUT046,1000
FDE09,OUT017,1000
FDN50,OUT019,1000
DRF27,OUT045,1000
DRF51,OUT013,1000
NCO02,OUT019,1000
FDB51,OUT027,1000
FDJ50,OUT013,1000
FDN52,OUT013,1000
FDX14,OUT013,1000
FDT27,OUT019,1000
FDV10,OUT013,1000
FDU33,OUT046,1000
FDU58,OUT046,1000
NCP42,OUT027,1000
FDL51,OUT027,1000
DRH15,OUT027,1000
FDU16,OUT017,1000
FDW15,OUT017,1000
FDQ44,OUT045,1000
NCI06,OUT027,1000
DRK23,OUT019,1000
FDC28,OUT035,1000
NCY17,OUT019,1000
NCV05,OUT018,1000
FDM34,OUT019,1000
DRD60,OUT027,1000
FDT38,OUT046,1000
FDQ57,OUT018,1000
FDE59,OUT027,1000
NCM43,OUT046,1000
DRI51,OUT049,1000
NCG30,OUT017,1000
NCK54,OUT035,1000
FDQ16,OUT019,1000
FDI36,OUT013,1000
FDX16,OUT027,1000
FDA34,OUT046,1000
FDJ48,OUT018,1000
FDU47,OUT035,1000
FDS39,OUT046,1000
FDD11,OUT046,1000
FDM16,OUT027,1000
FDU56,OUT018,1000
FDQ32,OUT017,1000
DRK35,OUT013,1000
FDA58,OUT049,1000
DRG48,OUT019,1000
FDT59,OUT010,1000
FDQ31,OUT019,1000
FDS51,OUT018,1000
FDW32,OUT027,1000
FDI15,OUT027,1000
NCV30,OUT017,1000
DRG25,OUT049,1000
FDT02,OUT013,1000
FDO33,OUT027,1000
FDP38,OUT035,1000
FDZ45,OUT035,1000
NCA54,OUT027,1000
FDU33,OUT017,1000
FDN58,OUT017,1000
FDI05,OUT045,1000
FDM57,OUT019,1000
NCS42,OUT027,1000
FDB57,OUT045,1000
FDC03,OUT045,1000
FDZ58,OUT013,1000
NCK29,OUT045,1000
NCR53,OUT045,1000
FDE26,OUT027,1000
FDU52,OUT049,1000
FDE41,OUT027,1000
FDU38,OUT018,1000
FDA52,OUT017,1000
FDW46,OUT046,1000
DRI59,OUT035,1000
FDT38,OUT035,1000
FDL33,OUT018,1000
FDQ01,OUT027,1000
FDJ08,OUT046,1000
FDQ47,OUT049,1000
NCZ18,OUT013,1000
FDE29,OUT017,1000
FDF10,OUT027,1000
FDC48,OUT049,1000
FDY58,OUT013,1000
NCX30,OUT010,1000
FDV11,OUT013,1000
FDT46,OUT046,1000
DRD01,OUT019,1000
FDQ11,OUT013,1000
NCM41,OUT017,1000
NCC55,OUT013,1000
FDG45,OUT027,1000
NCQ54,OUT049,1000
FDM34,OUT045,1000
FDD17,OUT019,1000
FDN38,OUT027,1000
FDB53,OUT018,1000
NCL06,OUT035,1000
NCV18,OUT019,1000
FDX25,OUT013,1000
FDB39,OUT046,1000
FDC33,OUT049,1000
NCO14,OUT018,1000
FDA58,OUT027,1000
NCQ02,OUT017,1000
NCR53,OUT017,1000
FDN52,OUT046,1000
FDG26,OUT046,1000
FDE23,OUT027,1000
DRI37,OUT013,1000
DRH37,OUT018,1000
FDO01,OUT035,1000
FDK45,OUT049,1000
FDP23,OUT049,1000
FDM33,OUT035,1000
FDD36,OUT017,1000
FDL56,OUT017,1000
FDT27,OUT010,1000
FDG52,OUT017,1000
NCL42,OUT035,1000
DRJ24,OUT046,1000
FDV38,OUT046,1000
FDT35,OUT045,1000
FDY51,OUT045,1000
FDC37,OUT017,1000
NCP43,OUT013,1000
FDO33,OUT045,1000
